Mod:Item:MetaData, Localized Name
ProjectZulu|Core:PZVanillaPotion:608, Strength Potion of Prolonged Thickness II
ProjectZulu|Core:PZVanillaPotion:864, Strength Potion of Continuous Thickness II
ProjectZulu|Core:PZVanillaPotion:160, Strengthened Strength Potion II
ProjectZulu|Core:PZVanillaPotion:416, Strength Potion of Extended Strength II
ProjectZulu|Core:PZVanillaPotion:672, Strength Potion of Prolonged Strength II
ProjectZulu|Core:PZVanillaPotion:928, Strength Potion of Continuous Strength II
ProjectZulu|Core:PZVanillaPotion:224, Fortified Strength Potion II
ProjectZulu|Core:PZVanillaPotion:480, Strength Potion of Extended Fortification II
ProjectZulu|Core:PZVanillaPotion:736, Strength Potion of Prolonged Fortification II
ProjectZulu|Core:PZVanillaPotion:992, Strength Potion of Continuous Fortification II
ProjectZulu|Core:PZVanillaPotion:48, Strength Potion III
ProjectZulu|Core:PZVanillaPotion:304, Extended Strength Potion III
ProjectZulu|Core:PZVanillaPotion:560, Prolonged Strength Potion III
ProjectZulu|Core:PZVanillaPotion:816, Continuous Strength Potion III
ProjectZulu|Core:PZVanillaPotion:112, Thickened Strength Potion III
ProjectZulu|Core:PZVanillaPotion:368, Strength Potion of Extended Thickness III
ProjectZulu|Core:PZVanillaPotion:624, Strength Potion of Prolonged Thickness III
ProjectZulu|Core:PZVanillaPotion:880, Strength Potion of Continuous Thickness III
ProjectZulu|Core:PZVanillaPotion:176, Strengthened Strength Potion III
ProjectZulu|Core:PZVanillaPotion:432, Strength Potion of Extended Strength III
ProjectZulu|Core:PZVanillaPotion:688, Strength Potion of Prolonged Strength III
ProjectZulu|Core:PZVanillaPotion:944, Strength Potion of Continuous Strength III
ProjectZulu|Core:PZVanillaPotion:240, Fortified Strength Potion III
ProjectZulu|Core:PZVanillaPotion:496, Strength Potion of Extended Fortification III
ProjectZulu|Core:PZVanillaPotion:752, Strength Potion of Prolonged Fortification III
ProjectZulu|Core:PZVanillaPotion:1008, Strength Potion of Continuous Fortification III
ProjectZulu|Core:PZVanillaPotion:16384, Strength Potion
ProjectZulu|Core:PZVanillaPotion:16640, Extended Strength Potion
ProjectZulu|Core:PZVanillaPotion:16896, Prolonged Strength Potion
ProjectZulu|Core:PZVanillaPotion:17152, Continuous Strength Potion
ProjectZulu|Core:PZVanillaPotion:16448, Thickened Strength Potion
ProjectZulu|Core:PZVanillaPotion:16704, Strength Potion of Extended Thickness
ProjectZulu|Core:PZVanillaPotion:16960, Strength Potion of Prolonged Thickness
ProjectZulu|Core:PZVanillaPotion:17216, Strength Potion of Continuous Thickness
ProjectZulu|Core:PZVanillaPotion:16512, Strengthened Strength Potion
ProjectZulu|Core:PZVanillaPotion:16768, Strength Potion of Extended Strength
ProjectZulu|Core:PZVanillaPotion:17024, Strength Potion of Prolonged Strength
ProjectZulu|Core:PZVanillaPotion:17280, Strength Potion of Continuous Strength
ProjectZulu|Core:PZVanillaPotion:16576, Fortified Strength Potion
ProjectZulu|Core:PZVanillaPotion:16832, Strength Potion of Extended Fortification
ProjectZulu|Core:PZVanillaPotion:17088, Strength Potion of Prolonged Fortification
ProjectZulu|Core:PZVanillaPotion:17344, Strength Potion of Continuous Fortification
ProjectZulu|Core:PZVanillaPotion:16400, Strength Potion I
ProjectZulu|Core:PZVanillaPotion:16656, Extended Strength Potion I
ProjectZulu|Core:PZVanillaPotion:16912, Prolonged Strength Potion I
ProjectZulu|Core:PZVanillaPotion:17168, Continuous Strength Potion I
ProjectZulu|Core:PZVanillaPotion:16464, Thickened Strength Potion I
ProjectZulu|Core:PZVanillaPotion:16720, Strength Potion of Extended Thickness I
ProjectZulu|Core:PZVanillaPotion:16976, Strength Potion of Prolonged Thickness I
ProjectZulu|Core:PZVanillaPotion:17232, Strength Potion of Continuous Thickness I
ProjectZulu|Core:PZVanillaPotion:16528, Strengthened Strength Potion I
ProjectZulu|Core:PZVanillaPotion:16784, Strength Potion of Extended Strength I
ProjectZulu|Core:PZVanillaPotion:17040, Strength Potion of Prolonged Strength I
ProjectZulu|Core:PZVanillaPotion:17296, Strength Potion of Continuous Strength I
ProjectZulu|Core:PZVanillaPotion:16592, Fortified Strength Potion I
ProjectZulu|Core:PZVanillaPotion:16848, Strength Potion of Extended Fortification I
ProjectZulu|Core:PZVanillaPotion:17104, Strength Potion of Prolonged Fortification I
ProjectZulu|Core:PZVanillaPotion:17360, Strength Potion of Continuous Fortification I
ProjectZulu|Core:PZVanillaPotion:16416, Strength Potion II
ProjectZulu|Core:PZVanillaPotion:16672, Extended Strength Potion II
ProjectZulu|Core:PZVanillaPotion:16928, Prolonged Strength Potion II
ProjectZulu|Core:PZVanillaPotion:17184, Continuous Strength Potion II
ProjectZulu|Core:PZVanillaPotion:16480, Thickened Strength Potion II
ProjectZulu|Core:PZVanillaPotion:16736, Strength Potion of Extended Thickness II
ProjectZulu|Core:PZVanillaPotion:16992, Strength Potion of Prolonged Thickness II
ProjectZulu|Core:PZVanillaPotion:17248, Strength Potion of Continuous Thickness II
ProjectZulu|Core:PZVanillaPotion:16544, Strengthened Strength Potion II
ProjectZulu|Core:PZVanillaPotion:16800, Strength Potion of Extended Strength II
ProjectZulu|Core:PZVanillaPotion:17056, Strength Potion of Prolonged Strength II
ProjectZulu|Core:PZVanillaPotion:17312, Strength Potion of Continuous Strength II
ProjectZulu|Core:PZVanillaPotion:16608, Fortified Strength Potion II
ProjectZulu|Core:PZVanillaPotion:16864, Strength Potion of Extended Fortification II
ProjectZulu|Core:PZVanillaPotion:17120, Strength Potion of Prolonged Fortification II
ProjectZulu|Core:PZVanillaPotion:17376, Strength Potion of Continuous Fortification II
ProjectZulu|Core:PZVanillaPotion:16432, Strength Potion III
ProjectZulu|Core:PZVanillaPotion:16688, Extended Strength Potion III
ProjectZulu|Core:PZVanillaPotion:16944, Prolonged Strength Potion III
ProjectZulu|Core:PZVanillaPotion:17200, Continuous Strength Potion III
ProjectZulu|Core:PZVanillaPotion:16496, Thickened Strength Potion III
ProjectZulu|Core:PZVanillaPotion:16752, Strength Potion of Extended Thickness III
ProjectZulu|Core:PZVanillaPotion:17008, Strength Potion of Prolonged Thickness III
ProjectZulu|Core:PZVanillaPotion:17264, Strength Potion of Continuous Thickness III
ProjectZulu|Core:PZVanillaPotion:16560, Strengthened Strength Potion III
ProjectZulu|Core:PZVanillaPotion:16816, Strength Potion of Extended Strength III
ProjectZulu|Core:PZVanillaPotion:17072, Strength Potion of Prolonged Strength III
ProjectZulu|Core:PZVanillaPotion:17328, Strength Potion of Continuous Strength III
ProjectZulu|Core:PZVanillaPotion:16624, Fortified Strength Potion III
ProjectZulu|Core:PZVanillaPotion:16880, Strength Potion of Extended Fortification III
ProjectZulu|Core:PZVanillaPotion:17136, Strength Potion of Prolonged Fortification III
ProjectZulu|Core:PZVanillaPotion:17392, Strength Potion of Continuous Fortification III
ProjectZulu|Core:PZVanillaPotion:1, Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:257, Extended Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:513, Prolonged Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:769, Continuous Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:65, Thickened Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:321, Regeneration Potion of Extended Thickness
ProjectZulu|Core:PZVanillaPotion:577, Regeneration Potion of Prolonged Thickness
ProjectZulu|Core:PZVanillaPotion:833, Regeneration Potion of Continuous Thickness
ProjectZulu|Core:PZVanillaPotion:129, Strengthened Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:385, Regeneration Potion of Extended Strength
ProjectZulu|Core:PZVanillaPotion:641, Regeneration Potion of Prolonged Strength
ProjectZulu|Core:PZVanillaPotion:897, Regeneration Potion of Continuous Strength
ProjectZulu|Core:PZVanillaPotion:193, Fortified Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:449, Regeneration Potion of Extended Fortification
ProjectZulu|Core:PZVanillaPotion:705, Regeneration Potion of Prolonged Fortification
ProjectZulu|Core:PZVanillaPotion:961, Regeneration Potion of Continuous Fortification
ProjectZulu|Core:PZVanillaPotion:17, Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:273, Extended Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:529, Prolonged Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:785, Continuous Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:81, Thickened Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:337, Regeneration Potion of Extended Thickness I
ProjectZulu|Core:PZVanillaPotion:593, Regeneration Potion of Prolonged Thickness I
ProjectZulu|Core:PZVanillaPotion:849, Regeneration Potion of Continuous Thickness I
ProjectZulu|Core:PZVanillaPotion:145, Strengthened Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:401, Regeneration Potion of Extended Strength I
ProjectZulu|Core:PZVanillaPotion:657, Regeneration Potion of Prolonged Strength I
ProjectZulu|Core:PZVanillaPotion:913, Regeneration Potion of Continuous Strength I
ProjectZulu|Core:PZVanillaPotion:209, Fortified Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:465, Regeneration Potion of Extended Fortification I
ProjectZulu|Core:PZVanillaPotion:721, Regeneration Potion of Prolonged Fortification I
ProjectZulu|Core:PZVanillaPotion:977, Regeneration Potion of Continuous Fortification I
ProjectZulu|Core:PZVanillaPotion:33, Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:289, Extended Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:545, Prolonged Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:801, Continuous Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:97, Thickened Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:353, Regeneration Potion of Extended Thickness II
ProjectZulu|Core:PZVanillaPotion:609, Regeneration Potion of Prolonged Thickness II
ProjectZulu|Core:PZVanillaPotion:865, Regeneration Potion of Continuous Thickness II
ProjectZulu|Core:PZVanillaPotion:161, Strengthened Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:417, Regeneration Potion of Extended Strength II
ProjectZulu|Core:PZVanillaPotion:673, Regeneration Potion of Prolonged Strength II
ProjectZulu|Core:PZVanillaPotion:929, Regeneration Potion of Continuous Strength II
ProjectZulu|Core:PZVanillaPotion:225, Fortified Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:481, Regeneration Potion of Extended Fortification II
ProjectZulu|Core:PZVanillaPotion:737, Regeneration Potion of Prolonged Fortification II
ProjectZulu|Core:PZVanillaPotion:993, Regeneration Potion of Continuous Fortification II
ProjectZulu|Core:PZVanillaPotion:49, Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:305, Extended Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:561, Prolonged Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:817, Continuous Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:113, Thickened Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:369, Regeneration Potion of Extended Thickness III
ProjectZulu|Core:PZVanillaPotion:625, Regeneration Potion of Prolonged Thickness III
ProjectZulu|Core:PZVanillaPotion:881, Regeneration Potion of Continuous Thickness III
ProjectZulu|Core:PZVanillaPotion:177, Strengthened Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:433, Regeneration Potion of Extended Strength III
ProjectZulu|Core:PZVanillaPotion:689, Regeneration Potion of Prolonged Strength III
ProjectZulu|Core:PZVanillaPotion:945, Regeneration Potion of Continuous Strength III
ProjectZulu|Core:PZVanillaPotion:241, Fortified Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:497, Regeneration Potion of Extended Fortification III
ProjectZulu|Core:PZVanillaPotion:753, Regeneration Potion of Prolonged Fortification III
ProjectZulu|Core:PZVanillaPotion:1009, Regeneration Potion of Continuous Fortification III
ProjectZulu|Core:PZVanillaPotion:16385, Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:16641, Extended Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:16897, Prolonged Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:17153, Continuous Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:16449, Thickened Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:16705, Regeneration Potion of Extended Thickness
ProjectZulu|Core:PZVanillaPotion:16961, Regeneration Potion of Prolonged Thickness
ProjectZulu|Core:PZVanillaPotion:17217, Regeneration Potion of Continuous Thickness
ProjectZulu|Core:PZVanillaPotion:16513, Strengthened Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:16769, Regeneration Potion of Extended Strength
ProjectZulu|Core:PZVanillaPotion:17025, Regeneration Potion of Prolonged Strength
ProjectZulu|Core:PZVanillaPotion:17281, Regeneration Potion of Continuous Strength
ProjectZulu|Core:PZVanillaPotion:16577, Fortified Regeneration Potion
ProjectZulu|Core:PZVanillaPotion:16833, Regeneration Potion of Extended Fortification
ProjectZulu|Core:PZVanillaPotion:17089, Regeneration Potion of Prolonged Fortification
ProjectZulu|Core:PZVanillaPotion:17345, Regeneration Potion of Continuous Fortification
ProjectZulu|Core:PZVanillaPotion:16401, Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:16657, Extended Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:16913, Prolonged Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:17169, Continuous Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:16465, Thickened Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:16721, Regeneration Potion of Extended Thickness I
ProjectZulu|Core:PZVanillaPotion:16977, Regeneration Potion of Prolonged Thickness I
ProjectZulu|Core:PZVanillaPotion:17233, Regeneration Potion of Continuous Thickness I
ProjectZulu|Core:PZVanillaPotion:16529, Strengthened Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:16785, Regeneration Potion of Extended Strength I
ProjectZulu|Core:PZVanillaPotion:17041, Regeneration Potion of Prolonged Strength I
ProjectZulu|Core:PZVanillaPotion:17297, Regeneration Potion of Continuous Strength I
ProjectZulu|Core:PZVanillaPotion:16593, Fortified Regeneration Potion I
ProjectZulu|Core:PZVanillaPotion:16849, Regeneration Potion of Extended Fortification I
ProjectZulu|Core:PZVanillaPotion:17105, Regeneration Potion of Prolonged Fortification I
ProjectZulu|Core:PZVanillaPotion:17361, Regeneration Potion of Continuous Fortification I
ProjectZulu|Core:PZVanillaPotion:16417, Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:16673, Extended Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:16929, Prolonged Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:17185, Continuous Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:16481, Thickened Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:16737, Regeneration Potion of Extended Thickness II
ProjectZulu|Core:PZVanillaPotion:16993, Regeneration Potion of Prolonged Thickness II
ProjectZulu|Core:PZVanillaPotion:17249, Regeneration Potion of Continuous Thickness II
ProjectZulu|Core:PZVanillaPotion:16545, Strengthened Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:16801, Regeneration Potion of Extended Strength II
ProjectZulu|Core:PZVanillaPotion:17057, Regeneration Potion of Prolonged Strength II
ProjectZulu|Core:PZVanillaPotion:17313, Regeneration Potion of Continuous Strength II
ProjectZulu|Core:PZVanillaPotion:16609, Fortified Regeneration Potion II
ProjectZulu|Core:PZVanillaPotion:16865, Regeneration Potion of Extended Fortification II
ProjectZulu|Core:PZVanillaPotion:17121, Regeneration Potion of Prolonged Fortification II
ProjectZulu|Core:PZVanillaPotion:17377, Regeneration Potion of Continuous Fortification II
ProjectZulu|Core:PZVanillaPotion:16433, Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:16689, Extended Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:16945, Prolonged Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:17201, Continuous Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:16497, Thickened Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:16753, Regeneration Potion of Extended Thickness III
ProjectZulu|Core:PZVanillaPotion:17009, Regeneration Potion of Prolonged Thickness III
ProjectZulu|Core:PZVanillaPotion:17265, Regeneration Potion of Continuous Thickness III
ProjectZulu|Core:PZVanillaPotion:16561, Strengthened Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:16817, Regeneration Potion of Extended Strength III
ProjectZulu|Core:PZVanillaPotion:17073, Regeneration Potion of Prolonged Strength III
ProjectZulu|Core:PZVanillaPotion:17329, Regeneration Potion of Continuous Strength III
ProjectZulu|Core:PZVanillaPotion:16625, Fortified Regeneration Potion III
ProjectZulu|Core:PZVanillaPotion:16881, Regeneration Potion of Extended Fortification III
ProjectZulu|Core:PZVanillaPotion:17137, Regeneration Potion of Prolonged Fortification III
ProjectZulu|Core:PZVanillaPotion:17393, Regeneration Potion of Continuous Fortification III
ProjectZulu|Core:PZVanillaPotion:2, Poison Potion
ProjectZulu|Core:PZVanillaPotion:258, Extended Poison Potion
ProjectZulu|Core:PZVanillaPotion:514, Prolonged Poison Potion
ProjectZulu|Core:PZVanillaPotion:770, Continuous Poison Potion
ProjectZulu|Core:PZVanillaPotion:66, Thickened Poison Potion
ProjectZulu|Core:PZVanillaPotion:322, Poison Potion of Extended Thickness
ProjectZulu|Core:PZVanillaPotion:578, Poison Potion of Prolonged Thickness
ProjectZulu|Core:PZVanillaPotion:834, Poison Potion of Continuous Thickness
ProjectZulu|Core:PZVanillaPotion:130, Strengthened Poison Potion
ProjectZulu|Core:PZVanillaPotion:386, Poison Potion of Extended Strength
ProjectZulu|Core:PZVanillaPotion:642, Poison Potion of Prolonged Strength
